customer_id,main_account_loan_no,main_account_active_loan_no,main_account_overdue_no,main_account_outstanding_loan,main_account_sanction_loan,main_account_disbursed_loan,sub_account_loan_no,sub_account_active_loan_no,sub_account_overdue_no,sub_account_outstanding_loan,sub_account_sanction_loan,sub_account_disbursed_loan,disbursed_amount,asset_cost,branch_id,supplier_id,manufacturer_id,area_id,employee_code_id,mobileno_flag,idcard_flag,Driving_flag,passport_flag,credit_score,main_account_monthly_payment,sub_account_monthly_payment,last_six_month_new_loan_no,last_six_month_defaulted_no,average_age,credit_history,enquirie_no,loan_to_asset_ratio,total_account_loan_no,sub_account_inactive_loan_no,total_inactive_loan_no,main_account_inactive_loan_no,total_overdue_no,total_outstanding_loan,total_sanction_loan,total_disbursed_loan,total_monthly_payment,outstanding_disburse_ratio,main_account_tenure,sub_account_tenure,disburse_to_sactioned_ratio,active_to_inactive_act_ratio,year_of_birth,disbursed_date,Credit_level,employment_type,age,label
117318,0,0,0,0,0,0,0,0,0,0,0,0,50743,69300,26,130,1,17,613,1,1,0,0,0,0,0,0,0,0,0,0,0.732222222,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1986,2019,-1,1,33,0
27466,16,9,3,2738112,3498001,3498001,0,0,0,0,0,0,58659,75008,52,1713,5,2,1778,1,1,0,0,588,913827,0,2,1,20,57,0,0.782036583,16,7,0,7,3,2738112,3498001,3498001,913827,1.28,3,0,1.0,2.12,1970,2019,5,0,49,0
108340,0,0,0,0,0,0,0,0,0,0,0,0,64382,73119,16,123,2,2,131,1,1,0,0,0,0,0,0,0,0,0,0,0.880509854,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1994,2019,-1,0,25,1
15214,0,0,0,0,0,0,0,0,0,0,0,0,66882,89258,46,2037,1,1,910,1,1,0,0,0,0,0,0,0,0,0,1,0.7493109859999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1998,2019,-1,1,21,1
15344,0,0,0,0,0,0,0,0,0,0,0,0,42794,70870,11,1358,3,1,1938,1,1,0,0,0,0,0,0,0,0,0,0,0.603838013,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1989,2019,-1,0,30,1
107277,0,0,0,0,0,0,0,0,0,0,0,0,68585,98610,51,276,4,0,303,1,1,0,0,0,0,0,0,0,0,0,0,0.6955176959999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1984,2019,-1,0,35,0
78400,0,0,0,0,0,0,0,0,0,0,0,0,41394,60850,51,1628,4,0,122,1,1,0,0,0,0,0,0,0,0,0,0,0.680262942,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1979,2019,-1,0,40,0
174854,0,0,0,0,0,0,0,0,0,0,0,0,52403,64077,47,755,2,1,938,1,1,0,0,0,0,0,0,0,0,0,0,0.817812944,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1983,2019,-1,1,36,0
19936,5,4,0,897616,930078,930078,0,0,0,0,0,0,59213,67794,2,580,1,2,707,1,1,0,0,596,1667,0,2,0,9,18,0,0.873425377,5,1,0,1,0,897616,930078,930078,1667,1.04,557,0,1.0,3.0,1976,2019,5,1,43,0
73030,0,0,0,0,0,0,0,0,0,0,0,0,58409,72697,9,114,2,7,1921,1,1,0,0,0,0,0,0,0,0,0,0,0.8034581890000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1991,2019,-1,1,28,0
108141,1,0,0,0,0,0,0,0,0,0,0,0,36439,61477,3,93,1,1,98,1,1,0,0,18,0,0,0,0,67,67,0,0.592725735,1,1,0,1,0,0,0,0,0,1.0,0,0,1.0,1.0,1966,2019,-1,1,53,0
125743,0,0,0,0,0,0,0,0,0,0,0,0,73123,102323,61,1334,5,15,611,1,1,0,0,0,0,0,0,0,0,0,0,0.714629165,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1997,2019,-1,0,22,0
182545,0,0,0,0,0,0,0,0,0,0,0,0,60005,72108,9,404,2,7,2326,1,1,1,0,0,0,0,0,0,0,0,0,0.8321545459999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1983,2019,-1,0,36,0
44389,0,0,0,0,0,0,0,0,0,0,0,0,47059,61147,1,836,1,1,2457,1,1,0,0,0,0,0,0,0,0,0,0,0.769604396,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1998,2019,-1,0,21,0
98415,0,0,0,0,0,0,0,0,0,0,0,0,51303,106100,51,1606,5,0,431,1,1,0,0,0,0,0,0,0,0,0,0,0.483534402,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1999,2019,-1,2,20,0
78969,0,0,0,0,0,0,0,0,0,0,0,0,40394,70349,31,1366,1,14,1681,1,1,0,0,0,0,0,0,0,0,0,0,0.574194374,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1985,2019,-1,0,34,0
59630,2,2,0,31027,54808,54808,0,0,0,0,0,0,59947,75528,8,1827,2,0,693,1,1,0,0,749,0,0,1,0,14,24,0,0.7937056459999999,2,0,0,0,0,31027,54808,54808,0,1.77,54808,0,1.0,3.0,1992,2019,11,0,27,0
121367,0,0,0,0,0,0,0,0,0,0,0,0,46549,66236,71,2604,1,17,3101,1,1,0,0,0,0,0,0,0,0,0,0,0.7027749259999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1992,2019,-1,0,27,0
103617,0,0,0,0,0,0,0,0,0,0,0,0,67369,99699,10,1039,4,6,1109,1,1,0,0,0,0,0,0,0,0,0,0,0.6757239290000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1991,2019,-1,0,28,0
91156,4,1,1,3468918,3517400,3517400,0,0,0,0,0,0,60907,74228,9,11,2,7,341,1,1,0,0,583,0,0,0,0,29,49,1,0.820539419,4,3,0,3,1,3468918,3517400,3517400,0,1.01,3517400,0,1.0,1.25,1989,2019,5,1,30,0
144714,0,0,0,0,0,0,0,0,0,0,0,0,51103,85890,13,2349,0,0,2786,1,1,0,0,0,0,0,0,0,0,0,0,0.594981954,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1997,2019,-1,0,22,1
188987,2,1,0,6360,19080,19080,0,0,0,0,0,0,54303,69146,3,57,2,1,59,1,1,0,0,738,1665,0,1,0,5,6,0,0.78533827,2,1,0,1,0,6360,19080,19080,1665,3.0,11,0,1.0,1.5,1980,2019,11,0,39,0
80401,0,0,0,0,0,0,0,0,0,0,0,0,60213,70000,42,669,2,2,913,1,1,0,0,0,0,0,0,0,0,0,0,0.8601857140000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1996,2019,-1,1,23,0
12427,2,0,0,0,0,0,0,0,0,0,0,0,44849,86978,19,424,2,2,1026,1,1,0,0,845,1399,0,0,0,13,37,0,0.515636138,2,2,0,2,0,0,0,0,1399,1.0,0,0,1.0,1.0,1963,2019,13,0,56,0
59334,0,0,0,0,0,0,0,0,0,0,0,0,55259,70881,9,727,0,7,454,1,1,0,0,0,0,0,0,0,0,0,0,0.779602432,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1998,2019,-1,1,21,0
49621,1,1,0,36000,36000,36000,0,0,0,0,0,0,34439,61313,74,826,5,16,1051,1,1,0,0,17,0,0,1,0,0,0,0,0.5616916479999999,1,0,0,0,0,36000,36000,36000,0,1.0,36000,0,1.0,2.0,1970,2019,-1,0,49,0
46907,0,0,0,0,0,0,0,0,0,0,0,0,67869,99091,10,185,2,6,197,1,1,0,0,0,0,0,0,0,0,0,0,0.684915885,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1988,2019,-1,0,31,0
50249,1,1,1,10098,42168,42168,0,0,0,0,0,0,52303,93078,19,343,4,2,388,1,1,0,0,623,2038,0,0,0,20,20,0,0.561926556,1,0,0,0,1,10098,42168,42168,2038,4.18,20,0,1.0,2.0,1995,2019,6,1,24,1
92550,0,0,0,0,0,0,0,0,0,0,0,0,53529,69367,45,76,1,15,1553,1,1,0,0,0,0,0,0,0,0,0,0,0.771678176,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1993,2019,-1,0,26,0
92848,1,1,0,600290,800000,800000,0,0,0,0,0,0,49900,64255,20,260,2,10,2629,1,1,0,0,712,0,0,0,0,32,32,0,0.7765932609999999,1,0,0,0,0,600290,800000,800000,0,1.33,800000,0,1.0,2.0,1973,2019,10,1,46,0
144673,0,0,0,0,0,0,0,0,0,0,0,0,49358,70949,43,806,2,0,1012,1,1,0,0,0,0,0,0,0,0,0,0,0.6956828140000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1988,2019,-1,0,31,0
6955,0,0,0,0,0,0,0,0,0,0,0,0,28029,69503,61,158,5,15,171,1,1,0,0,0,0,0,0,0,0,0,0,0.403277556,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1992,2019,-1,0,27,0
1968,1,1,0,205756,200000,200000,0,0,0,0,0,0,49448,66260,30,358,1,10,404,1,1,0,0,594,0,0,0,0,30,30,0,0.746272261,1,0,0,0,0,205756,200000,200000,0,0.97,200000,0,1.0,2.0,1990,2019,5,0,29,0
150351,0,0,0,0,0,0,0,0,0,0,0,0,49958,62055,1,830,2,1,1056,1,1,0,0,0,0,0,0,0,0,0,0,0.805060027,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1992,2019,-1,0,27,0
58854,0,0,0,0,0,0,0,0,0,0,0,0,56159,83958,23,1356,2,12,1826,1,1,0,0,0,0,0,0,0,0,0,0,0.668893971,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1990,2019,-1,1,29,1
188994,0,0,0,0,0,0,0,0,0,0,0,0,56709,76297,24,40,2,13,591,1,1,0,0,0,0,0,0,0,0,0,0,0.7432664459999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1992,2019,-1,2,27,0
56721,16,8,0,729375,1117928,1117928,0,0,0,0,0,0,69975,102658,14,1096,5,8,1715,1,1,0,0,627,9915,0,5,0,12,37,2,0.6816322159999999,16,8,0,8,0,729375,1117928,1117928,9915,1.53,112,0,1.0,1.89,1978,2019,6,1,41,1
189365,0,0,0,0,0,0,0,0,0,0,0,0,43821,58075,27,37,4,1,732,1,1,0,0,0,0,0,0,0,0,0,0,0.75455876,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1977,2019,-1,1,42,0
51032,1,1,0,187175,193202,193202,0,0,0,0,0,0,38839,67157,2,1043,1,2,917,1,1,0,0,14,6174,0,1,0,1,1,0,0.5783313729999999,1,0,0,0,0,187175,193202,193202,6174,1.03,31,0,1.0,2.0,1997,2019,-1,0,22,0
102658,4,0,0,0,0,0,0,0,0,0,0,0,54303,73623,6,1504,1,4,2020,1,1,0,0,832,0,0,0,0,5,6,0,0.7375820059999999,4,4,0,4,0,0,0,0,0,1.0,0,0,1.0,1.0,1978,2019,13,0,41,0
91353,0,0,0,0,0,0,0,0,0,0,0,0,63947,76826,13,867,2,0,315,1,1,0,0,0,0,0,0,0,0,0,0,0.83236144,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,2001,2019,-1,2,18,0
23904,0,0,0,0,0,0,0,0,0,0,0,0,94899,117400,33,773,1,2,410,1,1,0,0,0,0,0,0,0,0,0,0,0.808339012,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1994,2019,-1,1,25,1
6841,0,0,0,0,0,0,0,0,0,0,0,0,46496,75870,26,600,1,5,733,1,1,0,0,0,0,0,0,0,0,0,0,0.612837749,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1984,2019,-1,0,35,0
170648,2,2,0,256777,380000,380000,0,0,0,0,0,0,57659,66088,17,66,2,7,1211,1,1,0,0,675,9945,0,0,0,19,21,0,0.872457935,2,0,0,0,0,256777,380000,380000,9945,1.48,38,0,1.0,3.0,1981,2019,8,1,38,0
190809,2,2,0,55600,79000,79000,0,0,0,0,0,0,38841,67902,11,13,2,1,239,1,1,0,0,646,3900,0,2,0,3,6,0,0.572015552,2,0,0,0,0,55600,79000,79000,3900,1.42,20,0,1.0,3.0,1988,2019,7,0,31,0
177165,2,1,0,17804,18000,18823,0,0,0,0,0,0,45589,63598,19,101,2,2,537,1,1,0,0,621,1755,0,0,0,6,7,0,0.716830718,2,1,0,1,0,17804,18000,18823,1755,1.06,10,0,1.05,1.5,1993,2019,6,1,26,0
14306,0,0,0,0,0,0,0,0,0,0,0,0,38739,65230,33,188,2,2,172,1,1,0,0,0,0,0,0,0,0,0,0,0.593883183,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1984,2019,-1,0,35,0
181804,0,0,0,0,0,0,0,0,0,0,0,0,58013,70486,12,348,1,6,395,1,1,0,0,0,0,0,0,0,0,0,0,0.8230428740000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1987,2019,-1,0,32,0
133693,3,1,1,14955,60000,60000,0,0,0,0,0,0,96899,151835,29,1796,0,0,2418,1,1,0,0,500,1957,0,0,0,16,21,0,0.638186189,3,2,0,2,1,14955,60000,60000,1957,4.01,30,0,1.0,1.33,1995,2019,3,0,24,1
76233,0,0,0,0,0,0,0,0,0,0,0,0,50303,62000,49,1113,2,16,2040,1,1,0,0,0,0,0,0,0,0,0,1,0.81133871,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1993,2019,-1,1,26,1
105324,0,0,0,0,0,0,0,0,0,0,0,0,65882,80461,53,1174,1,0,784,1,1,0,0,0,0,0,0,0,0,0,0,0.8188066270000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1995,2019,-1,0,24,0
108130,1,0,0,0,0,0,0,0,0,0,0,0,54959,75775,27,533,5,1,642,1,1,0,0,818,105217,0,0,0,4,4,0,0.725291983,1,1,0,1,0,0,0,0,105217,1.0,0,0,1.0,1.0,1996,2019,13,1,23,0
191257,2,1,0,5248,12850,12850,0,0,0,0,0,0,34939,76398,9,11,2,7,924,1,1,0,0,749,0,0,0,0,9,1,0,0.457328726,2,1,0,1,0,5248,12850,12850,0,2.45,12850,0,1.0,1.5,1991,2019,11,1,28,0
162760,18,3,1,897147,819500,819500,0,0,0,0,0,0,53703,62306,30,1178,2,10,1896,1,1,0,0,609,0,0,0,1,8,19,1,0.86192341,18,15,0,15,1,897147,819500,819500,0,0.91,819500,0,1.0,1.19,1987,2019,6,0,32,0
85139,0,0,0,0,0,0,0,0,0,0,0,0,97299,120192,9,1408,4,7,1892,1,1,0,0,0,0,0,0,0,0,0,0,0.809529752,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1991,2019,-1,1,28,0
130774,9,1,0,1007931,1000000,1000000,1,0,0,0,0,0,69523,82415,19,85,2,2,89,1,1,0,0,825,0,0,0,0,19,85,0,0.843572165,10,8,1,9,0,1007931,1000000,1000000,0,0.99,1000000,0,1.0,1.1,1969,2019,13,1,50,0
7505,10,4,2,8552610,9701999,9701999,0,0,0,0,0,0,34601,64000,33,575,2,2,701,1,1,0,0,373,137473,0,1,2,15,56,0,0.540640625,10,6,0,6,2,8552610,9701999,9701999,137473,1.13,70,0,1.0,1.57,1976,2019,3,0,43,0
49157,2,1,0,2640,26400,26400,0,0,0,0,0,0,52578,66237,5,712,2,2,2037,1,1,0,0,763,0,0,0,0,1,14,0,0.79378595,2,1,0,1,0,2640,26400,26400,0,10.0,26400,0,1.0,1.5,1979,2019,12,1,40,0
100637,0,0,0,0,0,0,0,0,0,0,0,0,36239,57300,33,773,1,2,2273,1,1,0,0,0,0,0,0,0,0,0,0,0.632443281,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1994,2019,-1,1,25,0
49643,0,0,0,0,0,0,0,0,0,0,0,0,53303,70298,18,548,2,1,1668,1,1,0,0,0,0,0,0,0,0,0,0,0.7582434779999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1995,2019,-1,0,24,0
136277,1,1,0,0,44000,44000,0,0,0,0,0,0,58947,76785,8,239,5,0,485,1,1,0,0,717,0,0,0,0,36,36,0,0.767689002,1,0,0,0,0,0,44000,44000,0,44001.0,44000,0,1.0,2.0,1990,2019,10,0,29,0
160974,0,0,0,0,0,0,0,0,0,0,0,0,66169,76408,42,589,2,2,277,1,1,0,0,0,0,0,0,0,0,0,0,0.8659957070000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1980,2019,-1,1,39,0
57265,0,0,0,0,0,0,0,0,0,0,0,0,57059,76474,81,1604,2,9,2479,1,1,0,0,0,0,0,0,0,0,0,0,0.746122865,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1991,2019,-1,0,28,0
156842,0,0,0,0,0,0,0,0,0,0,0,0,62213,94122,24,420,4,13,738,1,1,0,0,0,0,0,0,0,0,0,0,0.660982555,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,2000,2019,-1,2,19,0
123216,11,3,2,59943,50000,71201,0,0,0,0,0,0,65282,74735,25,34,2,7,1139,1,1,0,0,300,47803,0,1,1,13,109,0,0.87351308,11,8,0,8,2,59943,50000,71201,47803,1.19,1,0,1.42,1.33,1981,2019,1,0,38,0
117595,0,0,0,0,0,0,0,0,0,0,0,0,46869,102573,55,515,2,0,619,1,1,0,0,0,0,0,0,0,0,0,0,0.456933111,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1992,2019,-1,0,27,0
77300,2,2,0,60654,84900,84900,0,0,0,0,0,0,52578,60550,11,155,1,1,2756,1,1,0,0,738,1865,0,2,0,4,6,1,0.868340215,2,0,0,0,0,60654,84900,84900,1865,1.4,45,0,1.0,3.0,1989,2019,11,0,30,1
104017,0,0,0,0,0,0,0,0,0,0,0,0,32484,56750,3,2415,4,1,1765,1,1,0,0,0,0,0,0,0,0,0,0,0.5724052860000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1976,2019,-1,0,43,0
156747,0,0,0,0,0,0,0,0,0,0,0,0,25529,63094,48,1072,1,4,2202,1,1,0,0,0,0,0,0,0,0,0,0,0.404618506,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1965,2019,-1,0,54,0
170773,0,0,0,0,0,0,0,0,0,0,0,0,57513,69927,12,231,1,6,14,1,1,0,0,0,0,0,0,0,0,0,0,0.822472007,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1989,2019,-1,0,30,0
42011,0,0,0,0,0,0,0,0,0,0,0,0,55663,67000,19,823,2,2,1544,1,1,0,0,0,0,0,0,0,0,0,0,0.830791045,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1997,2019,-1,1,22,0
92955,0,0,0,0,0,0,0,0,0,0,0,0,61447,69556,42,888,1,2,2029,1,1,0,0,0,0,0,0,0,0,0,0,0.8834176779999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1975,2019,-1,1,44,0
164168,12,6,1,641276,842511,842511,0,0,0,0,0,0,55559,67400,65,1330,1,10,983,1,1,0,0,300,13459,0,1,0,21,69,1,0.8243175070000001,12,6,0,6,1,641276,842511,842511,13459,1.31,62,0,1.0,1.86,1973,2019,1,0,46,1
186971,1,0,0,0,0,0,0,0,0,0,0,0,34439,61500,42,95,1,2,100,1,1,0,0,825,0,0,0,0,15,15,0,0.55998374,1,1,0,1,0,0,0,0,0,1.0,0,0,1.0,1.0,1995,2019,13,1,24,0
59428,25,11,3,570400,570500,570500,0,0,0,0,0,0,51000,75560,49,241,2,16,263,1,1,0,0,598,1174977,0,3,0,9,15,0,0.674960296,25,14,0,14,3,570400,570500,570500,1174977,1.0,0,0,1.0,1.73,1982,2019,5,0,37,0
194115,0,0,0,0,0,0,0,0,0,0,0,0,77151,117342,9,203,2,7,2357,1,1,1,0,0,0,0,0,0,0,0,0,0.657488367,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1968,2019,-1,0,51,0
95077,0,0,0,0,0,0,0,0,0,0,0,0,56659,68510,48,626,2,4,763,1,1,0,0,0,0,0,0,0,0,0,0,0.8270179540000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1984,2019,-1,1,35,0
89490,0,0,0,0,0,0,0,0,0,0,0,0,52184,71760,60,770,2,18,1979,1,1,0,0,0,0,0,0,0,0,0,0,0.727201784,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1968,2019,-1,1,51,0
116662,0,0,0,0,0,0,0,0,0,0,0,0,42494,70433,43,399,2,0,1910,1,1,0,0,0,0,0,0,0,0,0,0,0.603325146,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1975,2019,-1,1,44,0
169172,10,5,2,94448,270254,270254,0,0,0,0,0,0,60547,81500,2,2047,5,2,606,1,1,0,0,574,3394,0,1,1,72,31,0,0.742907975,10,5,0,5,2,94448,270254,270254,3394,2.86,79,0,1.0,1.83,1969,2019,5,1,50,0
96205,2,2,1,85700,34500,34500,0,0,0,0,0,0,29029,78908,63,457,2,14,533,1,1,0,0,300,0,0,0,0,105,13,0,0.367884118,2,0,0,0,1,85700,34500,34500,0,0.4,34500,0,1.0,3.0,1971,2019,1,0,48,0
69011,0,0,0,0,0,0,0,0,0,0,0,0,50781,60416,47,89,1,1,852,1,1,0,0,0,0,0,0,0,0,0,0,0.840522378,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1993,2019,-1,1,26,0
143155,0,0,0,0,0,0,0,0,0,0,0,0,52053,75893,9,114,2,7,2333,1,1,0,0,0,0,0,0,0,0,0,0,0.685873532,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1995,2019,-1,0,24,0
